Item Name,Listings,Price,Currency,Timestamp
Sticker | FL1T (Gold) | Berlin 2019,16,16.81,CDN,2023-08-30 06:30:12.144715
Sticker | electronic | Berlin 2019,678,0.09,CDN,2023-08-30 06:30:32.814038
Sticker | oBo | Berlin 2019,943,0.09,CDN,2023-08-30 06:30:32.814038
Sticker | GeT_RiGhT | Berlin 2019,"3,627",0.09,CDN,2023-08-30 06:30:32.814038
Sticker | NEO | Berlin 2019,"1,814",0.09,CDN,2023-08-30 06:30:32.814038
Sticker | GuardiaN | Berlin 2019,"1,821",0.1,CDN,2023-08-30 06:30:32.814038
Sticker | aizy | Berlin 2019,204,0.1,CDN,2023-08-30 06:30:32.814038
Sticker | nexa | Berlin 2019,209,0.1,CDN,2023-08-30 06:30:32.814038
Sticker | Jerry | Berlin 2019,142,0.1,CDN,2023-08-30 06:30:32.814038
Sticker | coldzera | Berlin 2019,437,0.1,CDN,2023-08-30 06:30:34.445630
Sticker | f0rest | Berlin 2019,874,0.1,CDN,2023-08-30 06:30:34.445630
Sticker | gade | Berlin 2019,149,0.11,CDN,2023-08-30 06:30:34.445630
Sticker | KSCERATO | Berlin 2019,398,0.11,CDN,2023-08-30 06:30:34.445630
Sticker | TACO | Berlin 2019,391,0.11,CDN,2023-08-30 06:30:34.445630
Sticker | Brehze | Berlin 2019,474,0.11,CDN,2023-08-30 06:30:34.445630
Sticker | LUCAS1 | Berlin 2019,392,0.11,CDN,2023-08-30 06:30:34.445630
Sticker | BnTeT | Berlin 2019,255,0.12,CDN,2023-08-30 06:30:34.445630
Sticker | chrisJ | Berlin 2019,128,0.12,CDN,2023-08-30 06:30:34.445630
Sticker | rain | Berlin 2019,188,0.13,CDN,2023-08-30 06:30:34.445630
Sticker | Ethan | Berlin 2019,300,0.13,CDN,2023-08-30 06:30:37.669573
Sticker | frozen | Berlin 2019,327,0.13,CDN,2023-08-30 06:30:37.669573
Sticker | woxic | Berlin 2019,586,0.14,CDN,2023-08-30 06:30:37.669573
Sticker | jks | Berlin 2019,549,0.14,CDN,2023-08-30 06:30:37.669573
Sticker | olofmeister | Berlin 2019,423,0.14,CDN,2023-08-30 06:30:37.669573
Sticker | Liazz | Berlin 2019,459,0.15,CDN,2023-08-30 06:30:37.669573
Sticker | Perfecto | Berlin 2019,202,0.16,CDN,2023-08-30 06:30:37.669573
Sticker | tarik | Berlin 2019,572,0.17,CDN,2023-08-30 06:30:37.669573
Sticker | ZywOo | Berlin 2019,"1,157",0.17,CDN,2023-08-30 06:30:37.669573
Sticker | VINI | Berlin 2019,165,0.19,CDN,2023-08-30 06:30:37.669573
Sticker | Attacker | Berlin 2019,338,0.19,CDN,2023-08-30 06:30:40.342732
Sticker | malta | Berlin 2019,138,0.2,CDN,2023-08-30 06:30:40.342732
Sticker | Team Liquid | Berlin 2019,"2,568",0.2,CDN,2023-08-30 06:30:40.342732
Sticker | karrigan | Berlin 2019,209,0.2,CDN,2023-08-30 06:30:40.342732
Sticker | huNter- | Berlin 2019,375,0.23,CDN,2023-08-30 06:30:40.342732
Sticker | NRG | Berlin 2019,591,0.26,CDN,2023-08-30 06:30:40.342732
Sticker | forZe eSports | Berlin 2019,370,0.27,CDN,2023-08-30 06:30:40.342732
Sticker | loWel (Foil) | Berlin 2019,123,0.27,CDN,2023-08-30 06:30:40.342732
Sticker | AZR (Foil) | Berlin 2019,134,0.27,CDN,2023-08-30 06:30:40.342732
Sticker | Twistzz | Berlin 2019,316,0.27,CDN,2023-08-30 06:30:40.342732
Sticker | dephh (Foil) | Berlin 2019,124,0.27,CDN,2023-08-30 06:30:42.523088
Sticker | Aerial (Foil) | Berlin 2019,96,0.28,CDN,2023-08-30 06:30:42.523088
Sticker | FalleN | Berlin 2019,280,0.29,CDN,2023-08-30 06:30:42.523088
Sticker | ANGE1 (Foil) | Berlin 2019,164,0.29,CDN,2023-08-30 06:30:42.523088
Sticker | Rickeh (Foil) | Berlin 2019,130,0.29,CDN,2023-08-30 06:30:42.523088
Sticker | Gratisfaction (Foil) | Berlin 2019,172,0.29,CDN,2023-08-30 06:30:42.523088
Sticker | jkaem (Foil) | Berlin 2019,124,0.29,CDN,2023-08-30 06:30:42.523088
Sticker | RpK (Foil) | Berlin 2019,128,0.3,CDN,2023-08-30 06:30:42.523088
Sticker | Freeman | Berlin 2019,130,0.3,CDN,2023-08-30 06:30:42.523088
Sticker | FURIA | Berlin 2019,636,0.31,CDN,2023-08-30 06:30:42.523088
Sticker | Renegades | Berlin 2019,381,0.31,CDN,2023-08-30 06:30:44.667016
Sticker | SANJI (Foil) | Berlin 2019,123,0.31,CDN,2023-08-30 06:30:44.667016
Sticker | xsepower (Foil) | Berlin 2019,119,0.32,CDN,2023-08-30 06:30:44.667016
Sticker | flamie (Foil) | Berlin 2019,123,0.32,CDN,2023-08-30 06:30:44.667016
Sticker | Golden (Foil) | Berlin 2019,147,0.32,CDN,2023-08-30 06:30:44.667016
Sticker | ENCE | Berlin 2019,668,0.32,CDN,2023-08-30 06:30:44.667016
Sticker | Brehze (Foil) | Berlin 2019,182,0.32,CDN,2023-08-30 06:30:44.667016
Sticker | Syman Gaming | Berlin 2019,259,0.34,CDN,2023-08-30 06:30:44.667016
Sticker | gla1ve (Foil) | Berlin 2019,207,0.34,CDN,2023-08-30 06:30:44.667016
Sticker | Lekr0 (Foil) | Berlin 2019,101,0.34,CDN,2023-08-30 06:30:44.667016
Sticker | ShahZaM (Foil) | Berlin 2019,114,0.34,CDN,2023-08-30 06:30:48.410666
Sticker | NRG (Holo) | Berlin 2019,840,0.34,CDN,2023-08-30 06:30:48.410666
Sticker | buster (Foil) | Berlin 2019,94,0.34,CDN,2023-08-30 06:30:48.410666
Sticker | ALEX (Foil) | Berlin 2019,68,0.34,CDN,2023-08-30 06:30:48.410666
Sticker | ISSAA (Foil) | Berlin 2019,105,0.35,CDN,2023-08-30 06:30:48.410666
Sticker | dexter | Berlin 2019,49,0.35,CDN,2023-08-30 06:30:48.410666
Sticker | allu (Foil) | Berlin 2019,191,0.36,CDN,2023-08-30 06:30:48.410666
Sticker | qikert (Foil) | Berlin 2019,150,0.36,CDN,2023-08-30 06:30:48.410666
Sticker | Vitality | Berlin 2019,438,0.36,CDN,2023-08-30 06:30:48.410666
Sticker | AdreN (Foil) | Berlin 2019,84,0.36,CDN,2023-08-30 06:30:48.410666
Sticker | sergej (Foil) | Berlin 2019,105,0.36,CDN,2023-08-30 06:30:53.191857
Sticker | Zeus | Berlin 2019,"2,848",0.36,CDN,2023-08-30 06:30:53.191857
Sticker | StarLadder | Berlin 2019,736,0.37,CDN,2023-08-30 06:30:53.191857
Sticker | oskar (Foil) | Berlin 2019,95,0.37,CDN,2023-08-30 06:30:53.191857
Sticker | xseveN (Foil) | Berlin 2019,166,0.37,CDN,2023-08-30 06:30:53.191857
Sticker | INTZ E-SPORTS CLUB (Holo) | Berlin 2019,397,0.38,CDN,2023-08-30 06:30:53.191857
Sticker | Grayhound Gaming (Holo) | Berlin 2019,323,0.38,CDN,2023-08-30 06:30:53.191857
Sticker | Grayhound Gaming | Berlin 2019,191,0.38,CDN,2023-08-30 06:30:53.191857
Sticker | Kjaerbye (Foil) | Berlin 2019,139,0.39,CDN,2023-08-30 06:30:53.191857
Sticker | Renegades (Holo) | Berlin 2019,532,0.4,CDN,2023-08-30 06:30:53.191857
Sticker | Magisk (Foil) | Berlin 2019,116,0.4,CDN,2023-08-30 06:30:58.966635
Sticker | REZ (Foil) | Berlin 2019,229,0.4,CDN,2023-08-30 06:30:58.966635
Sticker | yel (Foil) | Berlin 2019,53,0.4,CDN,2023-08-30 06:30:58.966635
Sticker | almazer (Foil) | Berlin 2019,69,0.4,CDN,2023-08-30 06:30:58.966635
Sticker | NAF (Foil) | Berlin 2019,147,0.4,CDN,2023-08-30 06:30:58.966635
Sticker | DeadFox (Foil) | Berlin 2019,140,0.4,CDN,2023-08-30 06:30:58.966635
Sticker | device | Berlin 2019,514,0.41,CDN,2023-08-30 06:30:58.966635
Sticker | forZe eSports (Holo) | Berlin 2019,209,0.41,CDN,2023-08-30 06:30:58.966635
Sticker | xand (Foil) | Berlin 2019,66,0.41,CDN,2023-08-30 06:30:58.966635
Sticker | NBK- (Foil) | Berlin 2019,91,0.41,CDN,2023-08-30 06:30:58.966635
Sticker | nexa (Foil) | Berlin 2019,105,0.41,CDN,2023-08-30 06:31:03.697637
Sticker | JUGi (Foil) | Berlin 2019,63,0.41,CDN,2023-08-30 06:31:03.697637
Sticker | speed4k (Foil) | Berlin 2019,155,0.42,CDN,2023-08-30 06:31:03.697637
Sticker | FL1T (Foil) | Berlin 2019,117,0.43,CDN,2023-08-30 06:31:03.697637
Sticker | Boombl4 (Foil) | Berlin 2019,83,0.43,CDN,2023-08-30 06:31:03.697637
Sticker | apEX (Foil) | Berlin 2019,215,0.46,CDN,2023-08-30 06:31:03.697637
Sticker | EspiranTo (Foil) | Berlin 2019,67,0.46,CDN,2023-08-30 06:31:03.697637
Sticker | Krad (Foil) | Berlin 2019,87,0.46,CDN,2023-08-30 06:31:03.697637
Sticker | nitr0 (Foil) | Berlin 2019,102,0.46,CDN,2023-08-30 06:31:03.697637
Sticker | v4lde (Foil) | Berlin 2019,98,0.46,CDN,2023-08-30 06:31:03.697637
Sticker | v4lde (Foil) | Berlin 2019,98,0.46,CDN,2023-08-30 06:31:05.807623
Sticker | CeRq (Foil) | Berlin 2019,65,0.46,CDN,2023-08-30 06:31:05.807623
Sticker | CR4ZY | Berlin 2019,"1,731",0.46,CDN,2023-08-30 06:31:05.807623
Sticker | t0rick (Foil) | Berlin 2019,120,0.47,CDN,2023-08-30 06:31:05.807623
Sticker | LETN1 (Foil) | Berlin 2019,75,0.48,CDN,2023-08-30 06:31:05.807623
Sticker | facecrack (Foil) | Berlin 2019,54,0.48,CDN,2023-08-30 06:31:05.807623
Sticker | DreamEaters | Berlin 2019,128,0.48,CDN,2023-08-30 06:31:05.807623
Sticker | gade (Foil) | Berlin 2019,96,0.48,CDN,2023-08-30 06:31:05.807623
Sticker | compLexity Gaming | Berlin 2019,324,0.48,CDN,2023-08-30 06:31:05.807623
Sticker | DreamEaters (Holo) | Berlin 2019,282,0.49,CDN,2023-08-30 06:31:05.807623
Sticker | stanislaw (Foil) | Berlin 2019,71,0.49,CDN,2023-08-30 06:31:07.941863
Sticker | EliGE (Foil) | Berlin 2019,266,0.49,CDN,2023-08-30 06:31:07.941863
Sticker | JaCkz (Foil) | Berlin 2019,106,0.49,CDN,2023-08-30 06:31:07.941863
Sticker | oBo (Foil) | Berlin 2019,164,0.49,CDN,2023-08-30 06:31:07.941863
Sticker | StarLadder (Holo) | Berlin 2019,849,0.51,CDN,2023-08-30 06:31:07.941863
Sticker | North (Holo) | Berlin 2019,338,0.52,CDN,2023-08-30 06:31:07.941863
Sticker | Astralis | Berlin 2019,856,0.52,CDN,2023-08-30 06:31:07.941863
Sticker | Forester (Foil) | Berlin 2019,88,0.52,CDN,2023-08-30 06:31:07.941863
Sticker | Team Liquid (Holo) | Berlin 2019,394,0.52,CDN,2023-08-30 06:31:07.941863
Sticker | yuurih (Foil) | Berlin 2019,94,0.52,CDN,2023-08-30 06:31:07.941863
Sticker | svyat (Foil) | Berlin 2019,54,0.53,CDN,2023-08-30 06:31:25.851160
Sticker | NEO (Foil) | Berlin 2019,139,0.54,CDN,2023-08-30 06:31:25.851160
Sticker | erkaSt (Foil) | Berlin 2019,81,0.54,CDN,2023-08-30 06:31:25.851160
Sticker | DeStiNy (Foil) | Berlin 2019,119,0.54,CDN,2023-08-30 06:31:25.851160
Sticker | TACO (Foil) | Berlin 2019,111,0.55,CDN,2023-08-30 06:31:25.851160
Sticker | Ramz1kBO$$ (Foil) | Berlin 2019,44,0.55,CDN,2023-08-30 06:31:25.851160
Sticker | Natus Vincere | Berlin 2019,"1,068",0.55,CDN,2023-08-30 06:31:25.851160
Sticker | Aleksib (Foil) | Berlin 2019,248,0.55,CDN,2023-08-30 06:31:25.851160
Sticker | ENCE (Holo) | Berlin 2019,294,0.55,CDN,2023-08-30 06:31:25.851160
Sticker | Syman Gaming (Holo) | Berlin 2019,313,0.57,CDN,2023-08-30 06:31:25.851160
Sticker | SicK (Foil) | Berlin 2019,89,0.57,CDN,2023-08-30 06:31:30.149328
Sticker | chrisJ (Foil) | Berlin 2019,68,0.58,CDN,2023-08-30 06:31:30.149328
Sticker | aizy (Foil) | Berlin 2019,72,0.6,CDN,2023-08-30 06:31:30.149328
Sticker | arT | Berlin 2019,159,0.6,CDN,2023-08-30 06:31:30.149328
Sticker | AmaNEk (Foil) | Berlin 2019,64,0.6,CDN,2023-08-30 06:31:30.149328
Sticker | compLexity Gaming (Holo) | Berlin 2019,212,0.6,CDN,2023-08-30 06:31:30.149328
Sticker | woxic (Foil) | Berlin 2019,189,0.61,CDN,2023-08-30 06:31:30.149328
Sticker | Tyloo | Berlin 2019,"1,711",0.61,CDN,2023-08-30 06:31:30.149328
Sticker | Ethan (Foil) | Berlin 2019,67,0.62,CDN,2023-08-30 06:31:30.149328
Sticker | Stewie2K (Foil) | Berlin 2019,178,0.62,CDN,2023-08-30 06:31:30.149328
Sticker | shox (Foil) | Berlin 2019,504,0.63,CDN,2023-08-30 06:31:46.046125
Sticker | Jerry (Foil) | Berlin 2019,51,0.64,CDN,2023-08-30 06:31:46.046125
Sticker | Vitality (Holo) | Berlin 2019,411,0.65,CDN,2023-08-30 06:31:46.046125
Sticker | kinqie (Foil) | Berlin 2019,67,0.65,CDN,2023-08-30 06:31:46.046125
Sticker | neaLaN (Foil) | Berlin 2019,35,0.66,CDN,2023-08-30 06:31:46.046125
Sticker | s1mple | Berlin 2019,678,0.66,CDN,2023-08-30 06:31:46.046125
Sticker | Keoz (Foil) | Berlin 2019,36,0.69,CDN,2023-08-30 06:31:46.046125
Sticker | fer (Foil) | Berlin 2019,158,0.71,CDN,2023-08-30 06:31:46.046125
Sticker | ottoNd (Foil) | Berlin 2019,215,0.71,CDN,2023-08-30 06:31:46.046125
Sticker | GuardiaN (Foil) | Berlin 2019,82,0.72,CDN,2023-08-30 06:31:46.046125
Sticker | Sico (Foil) | Berlin 2019,47,0.72,CDN,2023-08-30 06:31:48.222494
Sticker | Jame (Foil) | Berlin 2019,86,0.73,CDN,2023-08-30 06:31:48.222494
Sticker | ropz | Berlin 2019,96,0.74,CDN,2023-08-30 06:31:48.222494
Sticker | MIBR | Berlin 2019,196,0.74,CDN,2023-08-30 06:31:48.222494
Sticker | Ninjas in Pyjamas (Holo) | Berlin 2019,243,0.8,CDN,2023-08-30 06:31:48.222494
Sticker | Astralis (Holo) | Berlin 2019,397,0.81,CDN,2023-08-30 06:31:48.222494
Sticker | North | Berlin 2019,143,0.81,CDN,2023-08-30 06:31:48.222494
Sticker | Avangar | Berlin 2019,378,0.83,CDN,2023-08-30 06:31:48.222494
Sticker | olofmeister (Foil) | Berlin 2019,90,0.84,CDN,2023-08-30 06:31:48.222494
Sticker | INTZ E-SPORTS CLUB | Berlin 2019,59,0.87,CDN,2023-08-30 06:31:48.222494
Sticker | dupreeh (Foil) | Berlin 2019,136,0.88,CDN,2023-08-30 06:31:49.339940
Sticker | G2 Esports | Berlin 2019,298,0.89,CDN,2023-08-30 06:31:49.339940
Sticker | electronic (Foil) | Berlin 2019,555,0.92,CDN,2023-08-30 06:31:49.339940
Sticker | chelo (Foil) | Berlin 2019,63,0.93,CDN,2023-08-30 06:31:49.339940
Sticker | NiKo | Berlin 2019,161,0.93,CDN,2023-08-30 06:31:49.339940
Sticker | GeT_RiGhT (Foil) | Berlin 2019,137,0.93,CDN,2023-08-30 06:31:49.339940
Sticker | LUCAS1 (Foil) | Berlin 2019,84,0.94,CDN,2023-08-30 06:31:49.339940
Sticker | KSCERATO (Foil) | Berlin 2019,75,0.94,CDN,2023-08-30 06:31:49.339940
Sticker | FaZe Clan (Holo) | Berlin 2019,587,0.94,CDN,2023-08-30 06:31:49.339940
Sticker | VINI (Foil) | Berlin 2019,63,0.96,CDN,2023-08-30 06:31:49.339940
Sticker | BnTeT (Foil) | Berlin 2019,51,0.96,CDN,2023-08-30 06:31:50.538015
Sticker | coldzera (Foil) | Berlin 2019,97,1.0,CDN,2023-08-30 06:31:50.538015
Sticker | CR4ZY (Holo) | Berlin 2019,140,1.0,CDN,2023-08-30 06:31:50.538015
Sticker | Zeus (Foil) | Berlin 2019,173,1.01,CDN,2023-08-30 06:31:50.538015
Sticker | f0rest (Foil) | Berlin 2019,401,1.05,CDN,2023-08-30 06:31:50.538015
Sticker | Liazz (Foil) | Berlin 2019,73,1.05,CDN,2023-08-30 06:31:50.538015
Sticker | FaZe Clan | Berlin 2019,436,1.06,CDN,2023-08-30 06:31:50.538015
Sticker | Lucky | Berlin 2019,107,1.08,CDN,2023-08-30 06:31:50.538015
Sticker | Xyp9x (Foil) | Berlin 2019,49,1.1,CDN,2023-08-30 06:31:50.538015
Sticker | tarik (Foil) | Berlin 2019,33,1.1,CDN,2023-08-30 06:31:50.538015
Sticker | FURIA (Holo) | Berlin 2019,277,1.11,CDN,2023-08-30 06:31:52.200544
Sticker | StarLadder (Foil) | Berlin 2019,202,1.16,CDN,2023-08-30 06:31:52.200544
Sticker | Natus Vincere (Holo) | Berlin 2019,314,1.16,CDN,2023-08-30 06:31:52.200544
Sticker | malta (Foil) | Berlin 2019,56,1.17,CDN,2023-08-30 06:31:52.200544
Sticker | karrigan (Foil) | Berlin 2019,151,1.18,CDN,2023-08-30 06:31:52.200544
Sticker | MIBR (Holo) | Berlin 2019,152,1.21,CDN,2023-08-30 06:31:52.200544
Sticker | Renegades (Foil) | Berlin 2019,115,1.27,CDN,2023-08-30 06:31:52.200544
Sticker | Perfecto (Foil) | Berlin 2019,171,1.27,CDN,2023-08-30 06:31:52.200544
Sticker | Ninjas in Pyjamas | Berlin 2019,77,1.3,CDN,2023-08-30 06:31:52.200544
Sticker | dexter (Foil) | Berlin 2019,41,1.35,CDN,2023-08-30 06:31:52.200544
Sticker | somebody | Berlin 2019,57,1.41,CDN,2023-08-30 06:31:54.917646
Sticker | jks (Foil) | Berlin 2019,82,1.42,CDN,2023-08-30 06:31:54.917646
Sticker | ableJ (Foil) | Berlin 2019,52,1.49,CDN,2023-08-30 06:31:54.917646
Sticker | Grayhound Gaming (Foil) | Berlin 2019,90,1.49,CDN,2023-08-30 06:31:54.917646
Sticker | rain (Foil) | Berlin 2019,142,1.5,CDN,2023-08-30 06:31:54.917646
Sticker | huNter- (Foil) | Berlin 2019,134,1.54,CDN,2023-08-30 06:31:54.917646
Sticker | G2 Esports (Holo) | Berlin 2019,112,1.64,CDN,2023-08-30 06:31:54.917646
Sticker | mousesports (Holo) | Berlin 2019,296,1.66,CDN,2023-08-30 06:31:54.917646
Sticker | mousesports | Berlin 2019,155,1.7,CDN,2023-08-30 06:31:54.917646
Sticker | frozen (Foil) | Berlin 2019,84,1.72,CDN,2023-08-30 06:31:54.917646
Sticker | kNgV- | Berlin 2019,163,1.75,CDN,2023-08-30 06:31:59.242608
Sticker | FalleN (Foil) | Berlin 2019,164,1.77,CDN,2023-08-30 06:31:59.242608
Sticker | ZywOo (Foil) | Berlin 2019,236,1.84,CDN,2023-08-30 06:31:59.242608
Sticker | INTZ E-SPORTS CLUB (Foil) | Berlin 2019,71,1.85,CDN,2023-08-30 06:31:59.242608
Sticker | kennyS | Berlin 2019,586,1.86,CDN,2023-08-30 06:31:59.242608
Sticker | Attacker (Foil) | Berlin 2019,45,1.89,CDN,2023-08-30 06:31:59.242608
Sticker | HellRaisers | Berlin 2019,108,1.93,CDN,2023-08-30 06:31:59.242608
Sticker | device (Foil) | Berlin 2019,103,1.95,CDN,2023-08-30 06:31:59.242608
Sticker | Freeman (Foil) | Berlin 2019,54,2.01,CDN,2023-08-30 06:31:59.242608
Sticker | Avangar (Holo) | Berlin 2019,118,2.09,CDN,2023-08-30 06:31:59.242608
Sticker | ENCE (Foil) | Berlin 2019,274,2.26,CDN,2023-08-30 06:32:01.957628
Sticker | Summer (Foil) | Berlin 2019,34,2.27,CDN,2023-08-30 06:32:01.957628
Sticker | HellRaisers (Holo) | Berlin 2019,254,2.38,CDN,2023-08-30 06:32:01.957628
