Item Name,Listings,Price,Currency,Timestamp
Sealed Graffiti | Recoil PP-Bizon (Monster Purple),7,5.88,CDN,2023-08-30 12:35:44.357484
Sealed Graffiti | Recoil M4A4 (Tiger Orange),16,1.69,CDN,2023-08-30 12:36:13.153544
Sealed Graffiti | Recoil M4A1-S (Dust Brown),21,1.7,CDN,2023-08-30 12:36:13.153544
Sealed Graffiti | Recoil CZ-75 (War Pig Pink),19,1.72,CDN,2023-08-30 12:36:13.153544
Sealed Graffiti | Recoil CZ-75 (Brick Red),13,1.72,CDN,2023-08-30 12:36:13.153544
Sealed Graffiti | Recoil CZ-75 (Battle Green),19,1.73,CDN,2023-08-30 12:36:13.153544
Sealed Graffiti | Recoil PP-Bizon (Frog Green),11,1.76,CDN,2023-08-30 12:36:13.153544
Sealed Graffiti | Recoil XM1014 (Tiger Orange),16,1.74,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil MP9 (Wire Blue),16,1.76,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil AUG (Monarch Blue),16,1.76,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil XM1014 (Jungle Green),17,1.76,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil PP-Bizon (Princess Pink),10,1.76,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil Galil AR (Tracer Yellow),14,1.77,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil PP-Bizon (Desert Amber),19,1.78,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil MP9 (Battle Green),12,1.78,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil FAMAS (Monster Purple),21,1.79,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil M4A1-S (Battle Green),19,1.81,CDN,2023-08-30 12:36:15.848457
Sealed Graffiti | Recoil M4A4 (SWAT Blue),20,1.84,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil Galil AR (Dust Brown),12,1.85,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil SG 553 (War Pig Pink),13,1.86,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil AUG (Jungle Green),16,1.86,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil CZ-75 (Monster Purple),10,1.87,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil P90 (Brick Red),22,1.87,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil FAMAS (Cash Green),16,1.89,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil FAMAS (Bazooka Pink),15,1.89,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil PP-Bizon (SWAT Blue),16,1.91,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil P90 (Blood Red),11,1.91,CDN,2023-08-30 12:36:17.461545
Sealed Graffiti | Recoil MAC-10 (Princess Pink),14,1.92,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil Galil AR (Wire Blue),11,1.92,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil Galil AR (Brick Red),23,1.95,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil CZ-75 (Cash Green),11,1.91,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil MP9 (Jungle Green),14,1.96,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil M4A4 (Tracer Yellow),35,1.99,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil MP9 (Bazooka Pink),11,1.99,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil MAC-10 (Frog Green),18,2.0,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil P90 (Tiger Orange),20,1.99,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil MP9 (Blood Red),14,2.01,CDN,2023-08-30 12:36:20.659518
Sealed Graffiti | Recoil FAMAS (Monarch Blue),12,2.04,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil MP9 (Monarch Blue),17,2.03,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil Galil AR (Cash Green),13,2.04,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil M4A4 (Blood Red),29,2.04,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil FAMAS (Brick Red),12,2.04,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil AUG (Bazooka Pink),8,2.04,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil MP9 (SWAT Blue),23,2.07,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil AUG (Tracer Yellow),21,2.04,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil PP-Bizon (War Pig Pink),14,2.09,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil PP-Bizon (Violent Violet),14,2.12,CDN,2023-08-30 12:36:22.824417
Sealed Graffiti | Recoil MP7 (Bazooka Pink),15,2.14,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil P90 (Princess Pink),13,2.18,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil AUG (Battle Green),13,2.19,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil M4A1-S (Princess Pink),13,2.19,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil AUG (Blood Red),18,2.21,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil M4A1-S (Jungle Green),22,2.22,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil M4A4 (Jungle Green),19,2.23,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil SG 553 (Jungle Green),15,2.23,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil FAMAS (Tiger Orange),12,2.24,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil M4A4 (War Pig Pink),12,2.3,CDN,2023-08-30 12:36:40.128480
Sealed Graffiti | Recoil SG 553 (Wire Blue),16,2.31,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil MAC-10 (Monster Purple),8,2.31,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil MAC-10 (Monarch Blue),15,2.32,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil MAC-10 (Blood Red),18,2.32,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil M4A1-S (Frog Green),11,2.34,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil MP9 (Shark White),16,2.35,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil Galil AR (Monster Purple),13,2.36,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil M4A1-S (Tracer Yellow),23,2.39,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil MP9 (Cash Green),15,2.39,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil CZ-75 (Princess Pink),10,2.41,CDN,2023-08-30 12:36:41.807360
Sealed Graffiti | Recoil MP7 (Tiger Orange),14,2.45,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil FAMAS (Frog Green),14,2.45,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil P90 (Monarch Blue),13,2.48,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil M4A1-S (Cash Green),17,2.46,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil M4A1-S (Desert Amber),16,2.5,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil XM1014 (Monster Purple),9,2.58,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil M4A1-S (Monster Purple),19,2.59,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil MP7 (Shark White),12,2.61,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil M4A1-S (SWAT Blue),12,2.61,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil XM1014 (Cash Green),24,2.62,CDN,2023-08-30 12:36:56.305302
Sealed Graffiti | Recoil MP9 (War Pig Pink),16,2.62,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil MAC-10 (Desert Amber),10,2.64,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil FAMAS (Violent Violet),9,2.64,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil MP9 (Princess Pink),9,2.65,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil XM1014 (SWAT Blue),33,2.65,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil CZ-75 (Blood Red),15,2.65,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil M4A1-S (Blood Red),22,2.7,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil XM1014 (Brick Red),23,2.7,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil M4A1-S (Brick Red),16,2.7,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil FAMAS (War Pig Pink),10,2.7,CDN,2023-08-30 12:36:58.945537
Sealed Graffiti | Recoil M4A1-S (Tiger Orange),10,2.72,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil MP9 (Frog Green),15,2.78,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil FAMAS (Jungle Green),9,2.77,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil M4A1-S (Bazooka Pink),14,2.81,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil SG 553 (Monarch Blue),14,2.81,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil PP-Bizon (Battle Green),9,2.82,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil MAC-10 (Tracer Yellow),17,2.82,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil P90 (Cash Green),7,2.82,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil M4A4 (Monarch Blue),12,2.83,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil SG 553 (SWAT Blue),17,2.92,CDN,2023-08-30 12:37:01.580961
Sealed Graffiti | Recoil M4A4 (Cash Green),17,2.94,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil P90 (Wire Blue),7,2.95,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil CZ-75 (Jungle Green),9,3.03,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil MP9 (Monster Purple),13,3.03,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil XM1014 (Battle Green),21,3.19,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil M4A1-S (Wire Blue),14,3.27,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil XM1014 (Wire Blue),6,3.29,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil MAC-10 (Bazooka Pink),11,3.35,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil FAMAS (Tracer Yellow),14,3.36,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil M4A1-S (Shark White),10,3.42,CDN,2023-08-30 12:37:04.387109
Sealed Graffiti | Recoil UMP-45 (Dust Brown),8,3.41,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil M4A1-S (War Pig Pink),15,3.45,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil Galil AR (Blood Red),9,3.26,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil SG 553 (Shark White),15,3.5,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil M4A4 (Brick Red),16,3.5,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil AK-47 (Monster Purple),20,3.58,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil M4A1-S (Monarch Blue),25,3.61,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil AUG (Brick Red),15,3.69,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil XM1014 (War Pig Pink),17,3.74,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil M4A4 (Bazooka Pink),12,3.86,CDN,2023-08-30 12:37:06.164021
Sealed Graffiti | Recoil CZ-75 (Dust Brown),7,3.86,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil M4A1-S (Violent Violet),17,3.92,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil AK-47 (SWAT Blue),21,3.92,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil AWP (Tiger Orange),16,3.94,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil AK-47 (Jungle Green),11,3.95,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil P90 (Battle Green),17,4.0,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil AK-47 (Tiger Orange),27,4.04,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil FAMAS (Shark White),8,4.06,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil AK-47 (Brick Red),9,4.04,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil FAMAS (Blood Red),17,4.1,CDN,2023-08-30 12:37:07.781674
Sealed Graffiti | Recoil PP-Bizon (Wire Blue),6,4.08,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil Galil AR (Shark White),7,4.16,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil AWP (Shark White),12,4.22,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil MP7 (Princess Pink),8,4.26,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil AK-47 (Monarch Blue),12,4.3,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil UMP-45 (Jungle Green),8,4.38,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil AK-47 (War Pig Pink),17,4.42,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil AK-47 (Violent Violet),23,4.43,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil AWP (Princess Pink),14,4.46,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil P90 (War Pig Pink),10,4.51,CDN,2023-08-30 12:37:09.390273
Sealed Graffiti | Recoil UMP-45 (Bazooka Pink),11,4.5,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil UMP-45 (Battle Green),9,4.53,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil AK-47 (Wire Blue),14,4.6,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil PP-Bizon (Cash Green),4,4.64,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil MP7 (War Pig Pink),18,4.64,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil UMP-45 (Tracer Yellow),8,4.77,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil PP-Bizon (Monarch Blue),7,4.78,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil AK-47 (Bazooka Pink),10,4.78,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil M4A4 (Wire Blue),20,4.84,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil MP7 (Desert Amber),9,4.92,CDN,2023-08-30 12:37:10.519160
Sealed Graffiti | Recoil AWP (Monarch Blue),24,4.94,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil AK-47 (Desert Amber),11,5.03,CDN,2023-08-30 12:37:12.141701
