Item Name,Listings,Price,Currency,Timestamp
Sealed Graffiti | Question Mark (Violent Violet),35,0.37,CDN,2023-08-28 02:36:28.108681
Sealed Graffiti | Rly (Shark White),73,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Smooch (Tiger Orange),72,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Okay (Tiger Orange),171,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Denied (War Pig Pink),158,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Smooch (Dust Brown),82,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Uh Oh (Violent Violet),138,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | 200 IQ (Dust Brown),97,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Smooch (Desert Amber),44,0.11,CDN,2023-08-28 02:36:39.814717
Sealed Graffiti | Smooch (Desert Amber),44,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Denied (Monarch Blue),137,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | 1G (Dust Brown),480,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Rly (Frog Green),192,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Denied (Tracer Yellow),93,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Denied (Brick Red),78,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Rly (Princess Pink),134,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Okay (Wire Blue),153,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Okay (Princess Pink),188,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Uh Oh (Monster Purple),207,0.11,CDN,2023-08-28 02:36:41.489082
Sealed Graffiti | Smooch (Monarch Blue),42,0.11,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Rly (Wire Blue),106,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | 200 IQ (Desert Amber),171,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Smooch (Jungle Green),92,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Dead Now (Tiger Orange),184,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Uh Oh (War Pig Pink),96,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Denied (Frog Green),184,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Smooch (Cash Green),114,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Rly (Violent Violet),147,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Okay (Violent Violet),158,0.12,CDN,2023-08-28 02:36:42.579851
Sealed Graffiti | Rly (Jungle Green),212,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Smooch (Battle Green),34,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | 1G (Violent Violet),257,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Denied (Princess Pink),96,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Oops (Dust Brown),73,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | 1G (Brick Red),78,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Rly (Tracer Yellow),144,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Little EZ (Dust Brown),176,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Little EZ (Wire Blue),83,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | Dead Now (Dust Brown),100,0.12,CDN,2023-08-28 02:36:43.671039
Sealed Graffiti | 1G (Blood Red),137,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | Little EZ (Monarch Blue),68,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | 200 IQ (Cash Green),41,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | 200 IQ (Frog Green),132,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | Little EZ (Desert Amber),107,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | Little EZ (Cash Green),92,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | Dead Now (Frog Green),165,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | 200 IQ (Monster Purple),104,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | 1G (War Pig Pink),388,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | 200 IQ (Battle Green),88,0.12,CDN,2023-08-28 02:36:44.758732
Sealed Graffiti | Smooch (Wire Blue),110,0.12,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Okay (SWAT Blue),101,0.12,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Little EZ (Frog Green),129,0.12,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | 200 IQ (SWAT Blue),139,0.12,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Rly (Brick Red),113,0.13,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Smooch (Brick Red),62,0.13,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Smooch (Violent Violet),79,0.13,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Rly (Bazooka Pink),89,0.13,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | Oops (Frog Green),98,0.13,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | NT (Dust Brown),101,0.13,CDN,2023-08-28 02:36:46.357828
Sealed Graffiti | NT (Cash Green),40,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | Dead Now (Desert Amber),239,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | Dizzy (Desert Amber),42,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | Okay (Blood Red),79,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | Dead Now (Battle Green),149,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | Denied (Bazooka Pink),83,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | 200 IQ (Wire Blue),133,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | Rly (Monarch Blue),106,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | NT (Tiger Orange),69,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | 1G (Bazooka Pink),120,0.13,CDN,2023-08-28 02:36:47.474302
Sealed Graffiti | 1G (Princess Pink),89,0.13,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | Little EZ (SWAT Blue),102,0.13,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | Smooch (Shark White),76,0.13,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | Little EZ (Jungle Green),65,0.13,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | NT (SWAT Blue),97,0.14,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | Uh Oh (Blood Red),56,0.14,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | 200 IQ (Tiger Orange),157,0.14,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | Dead Now (SWAT Blue),111,0.14,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | NT (Wire Blue),70,0.14,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | 200 IQ (Monarch Blue),100,0.14,CDN,2023-08-28 02:36:49.593405
Sealed Graffiti | Oops (Desert Amber),44,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Oops (Battle Green),77,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Rly (Monster Purple),100,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Dead Now (Cash Green),151,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | NT (Desert Amber),70,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Little EZ (Princess Pink),77,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Smooch (Blood Red),60,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | 200 IQ (Brick Red),77,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | 200 IQ (War Pig Pink),120,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Little EZ (Tiger Orange),36,0.14,CDN,2023-08-28 02:36:52.230385
Sealed Graffiti | Smooch (SWAT Blue),40,0.14,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | NT (Frog Green),85,0.14,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Smooch (War Pig Pink),65,0.14,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Dead Now (Bazooka Pink),108,0.14,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Little EZ (Monster Purple),60,0.14,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Dizzy (Frog Green),71,0.14,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Dizzy (Jungle Green),41,0.15,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Little EZ (Battle Green),54,0.15,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Rly (SWAT Blue),130,0.15,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Dead Now (Brick Red),128,0.15,CDN,2023-08-28 02:36:53.335347
Sealed Graffiti | Oops (Cash Green),128,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | Dizzy (Cash Green),80,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | Oops (Monarch Blue),54,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | Dizzy (Tiger Orange),77,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | Dead Now (Monarch Blue),112,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | NT (Monarch Blue),68,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | NT (Battle Green),76,0.15,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | 200 IQ (Princess Pink),103,0.16,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | Dead Now (Princess Pink),118,0.16,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | 1G (Desert Amber),84,0.16,CDN,2023-08-28 02:36:54.931017
Sealed Graffiti | 200 IQ (Violent Violet),111,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Dizzy (Dust Brown),97,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Little EZ (Violent Violet),55,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Little EZ (Bazooka Pink),44,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | NT (Princess Pink),44,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Dead Now (Jungle Green),127,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Oops (Jungle Green),134,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Dizzy (Battle Green),105,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Denied (Blood Red),93,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | Dizzy (Brick Red),46,0.16,CDN,2023-08-28 02:36:58.579855
Sealed Graffiti | NT (Tracer Yellow),62,0.16,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Dead Now (Violent Violet),144,0.16,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | NT (War Pig Pink),87,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Smooch (Bazooka Pink),92,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Dizzy (Princess Pink),36,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Little EZ (Brick Red),70,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Oops (Wire Blue),75,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Oops (Tiger Orange),75,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Dead Now (Tracer Yellow),83,0.17,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Little EZ (Tracer Yellow),43,0.18,CDN,2023-08-28 02:37:00.690061
Sealed Graffiti | Smooch (Monster Purple),19,0.18,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Denied (Shark White),70,0.18,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Dizzy (Wire Blue),45,0.18,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Oops (Shark White),85,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Dizzy (SWAT Blue),27,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | 200 IQ (Bazooka Pink),53,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Smooch (Tracer Yellow),55,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Oops (War Pig Pink),61,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | NT (Jungle Green),73,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | NT (Violent Violet),74,0.19,CDN,2023-08-28 02:37:01.791966
Sealed Graffiti | Oops (Violent Violet),84,0.19,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Uh Oh (Shark White),108,0.19,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Little EZ (Shark White),84,0.19,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Puke (Tiger Orange),46,0.2,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | NT (Shark White),66,0.2,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Oops (Tracer Yellow),41,0.2,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Dead Now (Monster Purple),96,0.2,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Dead Now (War Pig Pink),87,0.2,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | 200 IQ (Tracer Yellow),41,0.2,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Puke (War Pig Pink),49,0.21,CDN,2023-08-28 02:37:03.391158
Sealed Graffiti | Dizzy (Violent Violet),34,0.21,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Little EZ (War Pig Pink),33,0.21,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | 200 IQ (Shark White),97,0.21,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Puke (Dust Brown),181,0.21,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Puke (SWAT Blue),78,0.21,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Dizzy (Bazooka Pink),61,0.23,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Puke (Desert Amber),107,0.23,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | NT (Monster Purple),35,0.23,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | 1G (SWAT Blue),199,0.24,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Choke (Dust Brown),53,0.24,CDN,2023-08-28 02:37:07.054716
Sealed Graffiti | Dizzy (Blood Red),40,0.25,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Puke (Monarch Blue),58,0.25,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Fart (Monarch Blue),89,0.25,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Choke (Tiger Orange),48,0.26,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Dizzy (War Pig Pink),31,0.27,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Fart (War Pig Pink),41,0.27,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Oops (SWAT Blue),65,0.27,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Question Mark (Cash Green),24,0.27,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Choke (Desert Amber),28,0.27,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Dizzy (Monster Purple),29,0.27,CDN,2023-08-28 02:37:10.211806
Sealed Graffiti | Puke (Wire Blue),74,0.27,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Smooch (Princess Pink),65,0.27,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | 1G (Monster Purple),57,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Oops (Princess Pink),40,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Question Mark (Brick Red),40,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Fart (Tiger Orange),68,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Fart (SWAT Blue),79,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Fart (Desert Amber),105,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Little EZ (Blood Red),46,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Puke (Princess Pink),93,0.28,CDN,2023-08-28 02:37:12.840656
Sealed Graffiti | Puke (Cash Green),81,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Fart (Violent Violet),66,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Choke (Battle Green),33,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Choke (Monarch Blue),49,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Fart (Wire Blue),67,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Choke (Frog Green),38,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Puke (Frog Green),46,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Oops (Monster Purple),33,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Dead Now (Blood Red),74,0.29,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Puke (Battle Green),41,0.3,CDN,2023-08-28 02:37:16.506415
Sealed Graffiti | Fart (Frog Green),51,0.3,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Fart (Brick Red),55,0.3,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Question Mark (SWAT Blue),32,0.3,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Puke (Tracer Yellow),50,0.3,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Dizzy (Shark White),23,0.3,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | NT (Brick Red),31,0.3,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Choke (Violent Violet),40,0.31,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Question Mark (Dust Brown),51,0.31,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Fart (Blood Red),54,0.31,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Puke (Violent Violet),80,0.31,CDN,2023-08-28 02:37:19.132819
Sealed Graffiti | Fart (Princess Pink),78,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Puke (Shark White),55,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Puke (Brick Red),61,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Fart (Tracer Yellow),60,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Choke (Jungle Green),36,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | NT (Bazooka Pink),31,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Choke (Wire Blue),62,0.31,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Question Mark (Monarch Blue),45,0.32,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Question Mark (Frog Green),23,0.32,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Puke (Blood Red),33,0.32,CDN,2023-08-28 02:37:20.735459
Sealed Graffiti | Choke (Brick Red),25,0.32,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Fart (Cash Green),81,0.34,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Oops (Bazooka Pink),25,0.34,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Fart (Dust Brown),124,0.34,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Oops (Brick Red),29,0.34,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Fart (Shark White),45,0.34,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Puke (Bazooka Pink),37,0.34,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Question Mark (Princess Pink),34,0.35,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Question Mark (Wire Blue),39,0.35,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Question Mark (Desert Amber),47,0.35,CDN,2023-08-28 02:37:22.328948
Sealed Graffiti | Question Mark (Monster Purple),47,0.35,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Puke (Monster Purple),74,0.35,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | 1G (Battle Green),106,0.35,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Fart (Monster Purple),64,0.36,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Question Mark (Violent Violet),35,0.37,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Question Mark (Tiger Orange),27,0.37,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Choke (SWAT Blue),18,0.37,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Question Mark (Battle Green),35,0.37,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Question Mark (Tracer Yellow),20,0.37,CDN,2023-08-28 02:37:23.932864
Sealed Graffiti | Choke (Cash Green),69,0.37,CDN,2023-08-28 02:37:23.932864
